pkSeqID,stime,proto,pkts,bytes,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory
1829046,1529381208.824963,udp,2,337,1529381209.058638,757,0.233675,0.233675,0.0,0.233675,0.233675,0.233675,1,1,100,237,4.279448,0.0,0.0,0,Normal,Normal
1646191,1526896538.124305,udp,2,176,1526896543.172105,36279,5.0478,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198106,0.198106,0.0,0,Normal,Normal
23876691,1528086070.613434,udp,2103,2045686,1528086085.609638,430,14.996204,4.990457,0.001054,14.97137,4.988978,4.991363,1051,1052,998655,1047031,140.168808,70.017715,70.084404,0,Normal,Normal
65677842,1528100279.80615,tcp,7193,7010395,1528100325.692071,219,45.885921,4.577578,1.238098,45.77578,0.863289,4.997561,3595,3598,3617193,3393202,156.736526,78.324677,78.39006,0,Normal,Normal
17511,1526345492.523029,udp,2,172,1526345492.530016,18127,0.006987,0.006987,0.0,0.006987,0.006987,0.006987,1,1,86,86,143.12294,0.0,0.0,0,Normal,Normal
94331,1526351817.915984,udp,2,936,1526351818.082166,3718,0.166182,0.166182,0.0,0.166182,0.166182,0.166182,1,1,91,845,6.017499,0.0,0.0,0,Normal,Normal
1509992,1526877002.285296,udp,2,176,1526877007.333163,44266,5.047867,0.0,0.0,0.0,0.0,0.0,2,0,176,0,0.198103,0.198103,0.0,0,Normal,Normal
35643600,1528095778.708651,tcp,2586,2517170,1528095825.077653,658,46.369003,4.588407,1.164269,45.884064,1.096066,4.994603,1288,1298,1294150,1223020,55.748447,27.755611,27.971272,0,Normal,Normal
1834251,1528088639.244686,udp,2,225,1528088639.25482,4169,0.010134,0.010134,0.0,0.010134,0.010134,0.010134,1,1,85,140,98.677719,0.0,0.0,0,Normal,Normal
1792762,1526981514.296189,udp,2,172,1526981519.344582,56157,5.048393,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.198083,0.198083,0.0,0,Normal,Normal
2,1526344223.197482,tcp,10,680,1526345677.143407,10,1453.945923,2.8e-05,8e-06,0.000138,2.2e-05,4.2e-05,5,5,350,330,0.00619,0.002751,0.002751,0,Normal,Normal
34846199,1528103283.610423,tcp,7,1948,1528103284.632437,10448,1.022014,1.022014,0.0,1.022014,1.022014,1.022014,4,3,618,1330,5.870761,2.93538,1.95692,1,DDoS,HTTP
34846200,1528103283.610675,tcp,7,1942,1528103284.632556,10449,1.021881,1.021881,0.0,1.021881,1.021881,1.021881,4,3,612,1330,5.871525,2.935763,1.957175,1,DDoS,HTTP
34846201,1528103283.61095,tcp,7,2012,1528103284.642415,10450,1.031465,1.031465,0.0,1.031465,1.031465,1.031465,4,3,682,1330,5.816969,2.908484,1.93899,1,DDoS,HTTP
34846202,1528103283.611301,tcp,7,2017,1528103284.632807,10451,1.021506,1.021506,0.0,1.021506,1.021506,1.021506,4,3,687,1330,5.873681,2.936841,1.957894,1,DDoS,HTTP
34846203,1528103283.611495,tcp,7,1916,1528103284.63362,10452,1.022125,1.022125,0.0,1.022125,1.022125,1.022125,4,3,586,1330,5.870123,2.935062,1.956708,1,DDoS,HTTP
34846204,1528103283.611854,tcp,7,2181,1528103284.638967,10453,1.027113,1.027113,0.0,1.027113,1.027113,1.027113,4,3,851,1330,5.841617,2.920808,1.947206,1,DDoS,HTTP
34846205,1528103283.612175,tcp,7,2102,1528103284.632682,10454,1.020507,1.020507,0.0,1.020507,1.020507,1.020507,4,3,772,1330,5.879431,2.939715,1.95981,1,DDoS,HTTP
34846206,1528103283.612427,tcp,7,2012,1528103284.632936,10455,1.020509,1.020509,0.0,1.020509,1.020509,1.020509,4,3,682,1330,5.879419,2.939709,1.959806,1,DDoS,HTTP
34846207,1528103283.61271,tcp,7,2045,1528103284.636334,10456,1.023624,1.023624,0.0,1.023624,1.023624,1.023624,4,3,715,1330,5.861527,2.930764,1.953843,1,DDoS,HTTP
34846208,1528103283.612964,tcp,7,1930,1528103284.634804,10457,1.02184,1.02184,0.0,1.02184,1.02184,1.02184,4,3,600,1330,5.871761,2.93588,1.957254,1,DDoS,HTTP
34846209,1528103283.613291,tcp,7,2099,1528103284.634244,10458,1.020953,1.020953,0.0,1.020953,1.020953,1.020953,4,3,769,1330,5.876862,2.938431,1.958954,1,DDoS,HTTP
34846210,1528103283.613535,tcp,7,1981,1528103284.63755,10459,1.024015,1.024015,0.0,1.024015,1.024015,1.024015,4,3,651,1330,5.85929,2.929645,1.953097,1,DDoS,HTTP
34846211,1528103283.613822,tcp,7,2039,1528103284.632174,10460,1.018352,1.018352,0.0,1.018352,1.018352,1.018352,4,3,709,1330,5.891872,2.945936,1.963957,1,DDoS,HTTP
34846212,1528103283.614043,tcp,7,1978,1528103284.641755,10461,1.027712,1.027712,0.0,1.027712,1.027712,1.027712,4,3,648,1330,5.838212,2.919106,1.946071,1,DDoS,HTTP
34846213,1528103283.614351,tcp,7,2020,1528103284.635902,10462,1.021551,1.021551,0.0,1.021551,1.021551,1.021551,4,3,690,1330,5.873422,2.936711,1.957807,1,DDoS,HTTP
34846214,1528103283.614595,tcp,7,1943,1528103284.633337,10463,1.018742,1.018742,0.0,1.018742,1.018742,1.018742,4,3,613,1330,5.889617,2.944808,1.963206,1,DDoS,HTTP
34846215,1528103283.614983,tcp,7,2169,1528103284.638695,10464,1.023712,1.023712,0.0,1.023712,1.023712,1.023712,4,3,839,1330,5.861023,2.930512,1.953674,1,DDoS,HTTP
34846216,1528103283.61523,tcp,7,1985,1528103284.63509,10465,1.01986,1.01986,0.0,1.01986,1.01986,1.01986,4,3,655,1330,5.88316,2.94158,1.961053,1,DDoS,HTTP
34846217,1528103283.615488,tcp,7,1937,1528103284.640425,10466,1.024937,1.024937,0.0,1.024937,1.024937,1.024937,4,3,607,1330,5.854018,2.927009,1.951339,1,DDoS,HTTP
34846218,1528103283.615695,tcp,7,1908,1528103284.639107,10467,1.023412,1.023412,0.0,1.023412,1.023412,1.023412,4,3,578,1330,5.862741,2.931371,1.954247,1,DDoS,HTTP
34846219,1528103283.616236,tcp,7,2369,1528103284.635227,10468,1.018991,1.018991,0.0,1.018991,1.018991,1.018991,4,3,1039,1330,5.888178,2.944089,1.962726,1,DDoS,HTTP
34846220,1528103283.616597,tcp,7,2163,1528103284.637682,10469,1.021085,1.021085,0.0,1.021085,1.021085,1.021085,4,3,833,1330,5.876102,2.938051,1.958701,1,DDoS,HTTP
34846221,1528103283.617133,tcp,7,2254,1528103284.641497,10470,1.024364,1.024364,0.0,1.024364,1.024364,1.024364,4,3,924,1330,5.857293,2.928647,1.952431,1,DDoS,HTTP
34846222,1528103283.617484,tcp,7,2056,1528103284.642978,10471,1.025494,1.025494,0.0,1.025494,1.025494,1.025494,4,3,726,1330,5.850839,2.925419,1.95028,1,DDoS,HTTP
34846223,1528103283.61771,tcp,7,1885,1528103284.637008,10472,1.019298,1.019298,0.0,1.019298,1.019298,1.019298,4,3,555,1330,5.886405,2.943202,1.962135,1,DDoS,HTTP
34846224,1528103283.617929,tcp,7,1958,1528103284.636589,10473,1.01866,1.01866,0.0,1.01866,1.01866,1.01866,4,3,628,1330,5.890091,2.945046,1.963364,1,DDoS,HTTP
34846225,1528103283.618371,tcp,7,2235,1528103284.63549,10474,1.017119,1.017119,0.0,1.017119,1.017119,1.017119,4,3,905,1330,5.899014,2.949507,1.966338,1,DDoS,HTTP
34846226,1528103283.618685,tcp,7,2110,1528103284.637805,10475,1.01912,1.01912,0.0,1.01912,1.01912,1.01912,4,3,780,1330,5.887433,2.943716,1.962477,1,DDoS,HTTP
34846227,1528103283.618966,tcp,7,2116,1528103284.634942,10476,1.015976,1.015976,0.0,1.015976,1.015976,1.015976,4,3,786,1330,5.905652,2.952826,1.968551,1,DDoS,HTTP
34846228,1528103283.619234,tcp,7,2016,1528103284.640939,10477,1.021705,1.021705,0.0,1.021705,1.021705,1.021705,4,3,686,1330,5.872536,2.936268,1.957512,1,DDoS,HTTP
34846229,1528103283.619522,tcp,7,1981,1528103284.637156,10478,1.017634,1.017634,0.0,1.017634,1.017634,1.017634,4,3,651,1330,5.896029,2.948014,1.965343,1,DDoS,HTTP
34846230,1528103283.619918,tcp,7,2156,1528103284.636186,10479,1.016268,1.016268,0.0,1.016268,1.016268,1.016268,4,3,826,1330,5.903955,2.951977,1.967985,1,DDoS,HTTP
34846231,1528103283.62026,tcp,7,2048,1528103284.635629,10480,1.015369,1.015369,0.0,1.015369,1.015369,1.015369,4,3,718,1330,5.909182,2.954591,1.969727,1,DDoS,HTTP
34846232,1528103283.620578,tcp,7,1942,1528103284.637931,10481,1.017353,1.017353,0.0,1.017353,1.017353,1.017353,4,3,612,1330,5.897657,2.948829,1.965886,1,DDoS,HTTP
34846233,1528103283.620927,tcp,7,2098,1528103284.63687,10482,1.015943,1.015943,0.0,1.015943,1.015943,1.015943,4,3,768,1330,5.905843,2.952921,1.968614,1,DDoS,HTTP
34846234,1528103283.621216,tcp,7,1932,1528103284.636462,10483,1.015246,1.015246,0.0,1.015246,1.015246,1.015246,4,3,602,1330,5.909897,2.954949,1.969966,1,DDoS,HTTP
34846235,1528103283.621492,tcp,7,1990,1528103284.639287,10484,1.017795,1.017795,0.0,1.017795,1.017795,1.017795,4,3,660,1330,5.895097,2.947548,1.965032,1,DDoS,HTTP
34846236,1528103283.621865,tcp,7,2030,1528103284.643004,10485,1.021139,1.021139,0.0,1.021139,1.021139,1.021139,4,3,700,1330,5.875792,2.937896,1.958597,1,DDoS,HTTP
34846237,1528103283.622424,tcp,7,2263,1528103284.637297,10486,1.014873,1.014873,0.0,1.014873,1.014873,1.014873,4,3,933,1330,5.91207,2.956035,1.97069,1,DDoS,HTTP
34846238,1528103283.622821,tcp,7,2136,1528103284.6434,10487,1.020579,1.020579,0.0,1.020579,1.020579,1.020579,4,3,806,1330,5.879016,2.939508,1.959672,1,DDoS,HTTP
34846239,1528103283.62329,tcp,7,2149,1528103284.639517,10488,1.016227,1.016227,0.0,1.016227,1.016227,1.016227,4,3,819,1330,5.904192,2.952096,1.968064,1,DDoS,HTTP
34846240,1528103283.623674,tcp,7,2113,1528103284.634388,10489,1.010714,1.010714,0.0,1.010714,1.010714,1.010714,4,3,783,1330,5.936397,2.968199,1.978799,1,DDoS,HTTP
34846241,1528103283.623981,tcp,7,2029,1528103284.633058,10490,1.009077,1.009077,0.0,1.009077,1.009077,1.009077,4,3,699,1330,5.946028,2.973014,1.982009,1,DDoS,HTTP
34846242,1528103283.624349,tcp,7,2012,1528103284.638569,10491,1.01422,1.01422,0.0,1.01422,1.01422,1.01422,4,3,682,1330,5.915876,2.957938,1.971959,1,DDoS,HTTP
34846243,1528103283.624758,tcp,7,2080,1528103284.641069,10492,1.016311,1.016311,0.0,1.016311,1.016311,1.016311,4,3,750,1330,5.903704,2.951852,1.967901,1,DDoS,HTTP
34846244,1528103283.625175,tcp,7,2050,1528103284.639392,10493,1.014217,1.014217,0.0,1.014217,1.014217,1.014217,4,3,720,1330,5.915894,2.957947,1.971965,1,DDoS,HTTP
34846245,1528103283.625481,tcp,7,1974,1528103284.63845,10494,1.012969,1.012969,0.0,1.012969,1.012969,1.012969,4,3,644,1330,5.923182,2.961591,1.974394,1,DDoS,HTTP
34846246,1528103283.625793,tcp,7,2071,1528103284.638823,10495,1.01303,1.01303,0.0,1.01303,1.01303,1.01303,4,3,741,1330,5.922825,2.961413,1.974275,1,DDoS,HTTP
34846247,1528103283.626192,tcp,7,2105,1528103284.640553,10496,1.014361,1.014361,0.0,1.014361,1.014361,1.014361,4,3,775,1330,5.915054,2.957527,1.971685,1,DDoS,HTTP
34846248,1528103283.626594,tcp,7,2072,1528103284.633496,10497,1.006902,1.006902,0.0,1.006902,1.006902,1.006902,4,3,742,1330,5.958872,2.979436,1.986291,1,DDoS,HTTP
34846249,1528103283.626921,tcp,7,2018,1528103284.634513,10498,1.007592,1.007592,0.0,1.007592,1.007592,1.007592,4,3,688,1330,5.954792,2.977396,1.984931,1,DDoS,HTTP
34846250,1528103283.627319,tcp,7,2095,1528103284.633203,10499,1.005884,1.005884,0.0,1.005884,1.005884,1.005884,4,3,765,1330,5.964902,2.982451,1.988301,1,DDoS,HTTP
34846251,1528103283.627633,tcp,7,1953,1528103284.642284,10500,1.014651,1.014651,0.0,1.014651,1.014651,1.014651,4,3,623,1330,5.913363,2.956682,1.971121,1,DDoS,HTTP
34846252,1528103283.627936,tcp,7,2029,1528103284.64325,10501,1.015314,1.015314,0.0,1.015314,1.015314,1.015314,4,3,699,1330,5.909502,2.954751,1.969834,1,DDoS,HTTP
34846253,1528103283.628229,tcp,7,1981,1528103284.632307,10502,1.004078,1.004078,0.0,1.004078,1.004078,1.004078,4,3,651,1330,5.975631,2.987816,1.991877,1,DDoS,HTTP
34846254,1528103283.628511,tcp,7,1901,1528103284.633745,10503,1.005234,1.005234,0.0,1.005234,1.005234,1.005234,4,3,571,1330,5.96876,2.98438,1.989586,1,DDoS,HTTP
34846255,1528103283.62886,tcp,7,2003,1528103284.640341,10504,1.011481,1.011481,0.0,1.011481,1.011481,1.011481,4,3,673,1330,5.931896,2.965948,1.977298,1,DDoS,HTTP
34846256,1528103283.629131,tcp,7,2007,1528103284.635357,10505,1.006226,1.006226,0.0,1.006226,1.006226,1.006226,4,3,677,1330,5.962875,2.981438,1.987625,1,DDoS,HTTP
34846257,1528103283.629382,tcp,7,2021,1528103284.634644,10506,1.005262,1.005262,0.0,1.005262,1.005262,1.005262,4,3,691,1330,5.968593,2.984297,1.989531,1,DDoS,HTTP
34846258,1528103283.629583,tcp,7,1941,1528103284.636051,10507,1.006468,1.006468,0.0,1.006468,1.006468,1.006468,4,3,611,1330,5.961441,2.980721,1.987147,1,DDoS,HTTP
34846259,1528103283.629772,tcp,7,1936,1528103284.635777,10508,1.006005,1.006005,0.0,1.006005,1.006005,1.006005,4,3,606,1330,5.964185,2.982092,1.988062,1,DDoS,HTTP
34846260,1528103283.629976,tcp,7,1914,1528103284.63978,10509,1.009804,1.009804,0.0,1.009804,1.009804,1.009804,4,3,584,1330,5.941747,2.970874,1.980582,1,DDoS,HTTP
34846261,1528103283.630262,tcp,7,2037,1528103284.643525,10510,1.013263,1.013263,0.0,1.013263,1.013263,1.013263,4,3,707,1330,5.921463,2.960732,1.973821,1,DDoS,HTTP
34846262,1528103283.63058,tcp,7,2106,1528103284.639648,10511,1.009068,1.009068,0.0,1.009068,1.009068,1.009068,4,3,776,1330,5.946081,2.97304,1.982027,1,DDoS,HTTP
34846263,1528103283.630977,tcp,7,2285,1528103284.641628,10512,1.010651,1.010651,0.0,1.010651,1.010651,1.010651,4,3,955,1330,5.936768,2.968384,1.978922,1,DDoS,HTTP
34846264,1528103283.631349,tcp,7,2144,1528103284.641347,10513,1.009998,1.009998,0.0,1.009998,1.009998,1.009998,4,3,814,1330,5.940606,2.970303,1.980202,1,DDoS,HTTP
34846265,1528103283.631564,tcp,7,1916,1528103284.638066,10514,1.006502,1.006502,0.0,1.006502,1.006502,1.006502,4,3,586,1330,5.96124,2.98062,1.98708,1,DDoS,HTTP
34846266,1528103283.631841,tcp,7,2090,1528103284.636736,10515,1.004895,1.004895,0.0,1.004895,1.004895,1.004895,4,3,760,1330,5.970773,2.985387,1.990258,1,DDoS,HTTP
34846267,1528103283.632344,tcp,7,2298,1528103284.641896,10516,1.009552,1.009552,0.0,1.009552,1.009552,1.009552,4,3,968,1330,5.94323,2.971615,1.981077,1,DDoS,HTTP
34846268,1528103283.632563,tcp,7,1925,1528103284.642538,10517,1.009975,1.009975,0.0,1.009975,1.009975,1.009975,4,3,595,1330,5.940742,2.970371,1.980247,1,DDoS,HTTP
34846269,1528103283.632775,tcp,7,1890,1528103284.642689,10518,1.009914,1.009914,0.0,1.009914,1.009914,1.009914,4,3,560,1330,5.9411,2.97055,1.980367,1,DDoS,HTTP
34846270,1528103283.633063,tcp,7,2098,1528103284.642026,10519,1.008963,1.008963,0.0,1.008963,1.008963,1.008963,4,3,768,1330,5.9467,2.97335,1.982233,1,DDoS,HTTP
34846271,1528103283.633469,tcp,7,2241,1528103284.640804,10520,1.007335,1.007335,0.0,1.007335,1.007335,1.007335,4,3,911,1330,5.956311,2.978155,1.985437,1,DDoS,HTTP
34846272,1528103283.633784,tcp,7,2072,1528103284.643122,10521,1.009338,1.009338,0.0,1.009338,1.009338,1.009338,4,3,742,1330,5.94449,2.972245,1.981497,1,DDoS,HTTP
34846273,1528103283.634101,tcp,7,2006,1528103284.639907,10522,1.005806,1.005806,0.0,1.005806,1.005806,1.005806,4,3,676,1330,5.965365,2.982683,1.988455,1,DDoS,HTTP
34846274,1528103283.634402,tcp,7,2043,1528103284.640677,10523,1.006275,1.006275,0.0,1.006275,1.006275,1.006275,4,3,713,1330,5.962584,2.981292,1.987528,1,DDoS,HTTP
34846275,1528103283.634738,tcp,7,2022,1528103284.640167,10524,1.005429,1.005429,0.0,1.005429,1.005429,1.005429,4,3,692,1330,5.967602,2.983801,1.989201,1,DDoS,HTTP
34846276,1528103283.635034,tcp,7,1959,1528103284.628525,10525,0.993491,0.993491,0.0,0.993491,0.993491,0.993491,4,3,629,1330,6.03931,3.019655,2.013103,1,DDoS,HTTP
34846277,1528103283.635398,tcp,7,2073,1528103284.628662,10526,0.993264,0.993264,0.0,0.993264,0.993264,0.993264,4,3,743,1330,6.04069,3.020345,2.013563,1,DDoS,HTTP
34846278,1528103283.635582,tcp,7,1846,1528103284.628788,10527,0.993206,0.993206,0.0,0.993206,0.993206,0.993206,4,3,516,1330,6.041043,3.020521,2.013681,1,DDoS,HTTP
